gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00009058,F22E12.1,BWM_far_posterior,0.359801499724271,1.14373087841348,0.403508771929825,0.89168197757754,0.320732630093484,8.21290575139253e-23,8.30406900523298e-18
WBGene00013850,ZC84.7,BWM_far_posterior,0.246680286241107,0.506119288195936,0.280701754385965,0.878798519733945,0.238240298729527,5.20321369624418e-17,5.2609693682724896e-12
WBGene00017798,slc-17.8,BWM_far_posterior,0.456880886040499,0.890410591470735,0.526315789473684,0.868073683476949,0.411708741820744,1.66399555819896e-29,1.68246590889497e-24
WBGene00013421,fbxa-220,BWM_head_row_1,0.741143553991283,2.42676731439568,0.865030674846626,0.856782973762973,0.784326223543491,8.107132849851239e-103,8.19712202448459e-98
WBGene00009843,F48C5.2,BWM_far_posterior,0.325842258791215,1.27897736573372,0.385964912280702,0.844227670504512,0.28561252351355,2.59201690363078e-20,2.62078829126108e-15
WBGene00013957,sre-23,BWM_head_row_1,0.63166815776021,1.44343962647409,0.748466257668712,0.843950079630445,0.668710641216156,4.93010360284786e-82,4.984827752839469e-77
WBGene00006195,str-148,BWM_head_row_1,0.637940698849839,1.33837383079392,0.766871165644172,0.83187467130019,0.691746462731139,6.44504367764428e-86,6.51658366246613e-81
WBGene00003024,lin-39,BWM_posterior,0.304608475522866,0.621777502917566,0.382775119617225,0.795789642303487,0.305565554237404,2.94569658949978e-34,2.97839382164323e-29
WBGene00011886,T21B10.4,BWM_far_posterior,0.35999598041003,0.876246108346163,0.456140350877193,0.789221957052758,0.299709484722226,2.60532989976373e-21,2.6342490616511004e-16
WBGene00022242,sfrp-1,BWM_head_row_1,0.779151418390856,8.87691496544952,1.0,0.779151418390856,0.927028414680291,3.75398591541737e-134,3.7956551590785e-129
WBGene00000454,ceh-33,BWM_head_row_1,0.701497968409333,2.10420607747787,0.907975460122699,0.772595735477846,0.814290439545299,8.50706344272796e-109,8.60149184694224e-104
WBGene00006585,tni-3,BWM_head_row_1,0.666822624900615,2.35011435863007,0.877300613496933,0.76008453048112,0.762363015976985,1.3254345409441101e-98,1.34014686434858e-93
WBGene00007919,cup-16,BWM_posterior,0.485298344134652,2.36243437513812,0.641148325358852,0.756920551672703,0.516096245684876,1.3360323479713198e-62,1.3508623070338098e-57
WBGene00044553,T23B12.11,BWM_head_row_1,0.334431051836647,0.617969978908143,0.447852760736196,0.746743307525663,0.365153283199639,2.01806755079983e-39,2.0404681006137e-34
WBGene00012857,pbo-5,BWM_far_posterior,0.418722182977311,1.12515586365924,0.596491228070175,0.701975424403139,0.318257629269613,1.2362136369921498e-22,1.24993560836276e-17
WBGene00001863,him-4,BWM_head_row_1,0.622048733839177,2.83623903660326,0.889570552147239,0.699268576660592,0.704791449934909,3.6077030100252e-88,3.64774851343648e-83
WBGene00013884,ZC412.3,BWM_posterior,0.410988948656663,1.93466047390272,0.602870813397129,0.681719764041608,0.422112008995722,3.46969714820124e-49,3.5082107865462803e-44
WBGene00001377,eya-1,BWM_head_row_1,0.43608274652747,0.785543629354312,0.644171779141104,0.676966549371215,0.494848933566406,5.86230258570916e-56,5.92737414441054e-51
WBGene00013078,ttr-25,BWM_far_posterior,0.564200252590081,2.44142852583434,0.842105263157895,0.669987799950721,0.450519948518754,1.82657779319006e-32,1.84685280669447e-27
WBGene00011122,cpt-2,BWM_head_row_1,0.369648964523304,0.830174571213444,0.552147239263804,0.669475346858874,0.368162962959869,8.78732562251044e-40,8.88486493692031e-35
WBGene00019705,fbxb-45,BWM_head_row_1,0.328565745856435,0.525905682633507,0.515337423312883,0.637574006840464,0.358398981392443,1.29327596963032e-38,1.30763133289322e-33
WBGene00013324,mrps-7,BWM_head_row_1,0.383852427868408,0.85127588691777,0.607361963190184,0.631999451944955,0.389241887027208,2.4371076709265298e-42,2.46415956607381e-37
WBGene00020895,T28D9.3,BWM_posterior,0.470053015380102,2.17574224431957,0.760765550239234,0.617868429021644,0.522914489588758,1.2496074466070001e-63,1.26347808926434e-58
WBGene00003238,mig-1,BWM_posterior,0.253874960043771,0.621326263072771,0.416267942583732,0.609883524702852,0.252476096456216,5.61980161645617e-28,5.682181414398831e-23
WBGene00008572,F08B12.4,BWM_head_row_1,0.466982748054175,1.16239841729585,0.766871165644172,0.608945503462644,0.559125352483853,5.3194736652273805e-65,5.3785198229114e-60
WBGene00013077,ttr-24,BWM_far_posterior,0.57861605559217,10.8662661166982,0.964912280701754,0.599656639431886,0.523996121834945,2.9663453607078203e-38,2.99927179421168e-33
WBGene00011832,bgal-1,BWM_head_row_2,0.255386100911016,0.661539697155567,0.446808510638298,0.571578416324655,0.167626041167009,3.5301474582667395e-11,3.5693320950535e-06
WBGene00008395,D1086.8,BWM_far_posterior,0.293468189065555,1.11910400531817,0.526315789473684,0.557589559224554,0.189201058948757,1.14550608698835e-13,1.15822120455392e-08
WBGene00000455,ceh-34,BWM_head_row_2,0.475470138384059,3.59979227478742,0.872340425531915,0.54505113424514,0.33130334259594,2.30913906529456e-21,2.33477050891933e-16
