gene_short_name,gene_id,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
egl-15,WBGene00001184,BWM_head_row_1,0.550335246746126,0.970558263891224,0.654761904761905,0.840512013212265,0.568167296334848,1.56655602951456e-284,8.005101310819381e-281
egl-13,WBGene00001182,BWM_head_row_1,0.555129183553836,1.07159696031694,0.666666666666667,0.832693775330754,0.58182854063315,6.500986805223821e-293,3.32200425746937e-289
sdz-38,WBGene00014131,BWM_head_row_1,0.550033849472565,1.48219494586923,0.666666666666667,0.825050774208847,0.554902595005757,1.73953790108629e-276,8.889038674550939e-273
eya-1,WBGene00001377,BWM_head_row_1,0.66044761682294,1.7876416572891,0.821428571428571,0.804023185697492,0.679086275349197,0.0,0.0
ceh-33,WBGene00000454,BWM_head_row_1,0.292422584846792,0.504255997598982,0.380952380952381,0.767609285222828,0.298961475839739,9.94378459961242e-137,5.08127393040195e-133
php-3,WBGene00004024,BWM_far_posterior,0.0633547730199606,0.0764126469737302,0.0849673202614379,0.745636944004152,0.0467569238177256,3.2901176794562098e-12,1.68125013420212e-08
nhr-156,WBGene00015897,BWM_head_row_1,0.203072638389444,0.32279120351551,0.277777777777778,0.731061498201997,0.212264694266483,5.88419935655541e-95,3.0068258711998104e-91
tni-3,WBGene00006585,BWM_head_row_1,0.250262455582841,0.478773205911611,0.347222222222222,0.720755872078583,0.237513623853216,7.10718644763107e-107,3.63177227473947e-103
exl-1,WBGene00001371,BWM_far_posterior,0.29968904403147,0.700565543925791,0.444444444444444,0.674300349070807,0.207470043340552,5.64670509855894e-50,2.88546630536362e-46
fkh-2,WBGene00001434,BWM_head_row_2,0.418953581433657,1.30222454771096,0.644578313253012,0.649965369326982,0.379170840020644,9.6260747228134e-177,4.91892418335765e-173
ctbp-1,WBGene00006424,BWM_head_row_1,0.24912276864831,0.440476215272416,0.388888888888889,0.640601405095654,0.264405421710782,8.67736084430784e-120,4.43413139144131e-116
ceh-34,WBGene00000455,BWM_head_row_2,0.604558259436559,6.76013680962156,0.969879518072289,0.623333360661297,0.719096482426068,0.0,0.0
mab-5,WBGene00003102,BWM_posterior,0.106699005716125,0.187942421872885,0.171903881700555,0.620689914972298,0.115284525751384,1.3711860041568101e-63,7.00676048124132e-60
ceh-13,WBGene00000437,BWM_anterior,0.19254767896518,0.332221162291723,0.311838306063523,0.617459995200069,0.167771522791874,8.22371569393396e-93,4.20231871960026e-89
npr-5,WBGene00021983,BWM_head_row_1,0.133538843818546,0.218618474174834,0.220238095238095,0.606338534095018,0.115858615898449,3.69622302394121e-51,1.88876996523396e-47
pxn-2,WBGene00004257,BWM_head_row_1,0.0790303953999179,0.130840383791756,0.132936507936508,0.59449730270983,0.0554174086539483,6.254064765612431e-25,3.19582709522795e-21
lin-39,WBGene00003024,BWM_posterior,0.213247447651065,0.61193318628702,0.368761552680222,0.578280046011157,0.163654131844987,3.6666140995286304e-91,1.87363980485913e-87
rnt-1,WBGene00004393,BWM_far_posterior,0.300390280422103,0.847857429375225,0.522875816993464,0.574496411307272,0.151830562742758,1.01838796629446e-36,5.20396250776469e-33
sem-4,WBGene00004773,BWM_far_posterior,0.188614678096984,0.437238752367871,0.333333333333333,0.565844034290953,0.0879867058234977,9.18503049366738e-22,4.6935505822640296e-18
atn-1,WBGene00000228,BWM_head_row_1,0.104600039616363,0.200234913328439,0.198412698412698,0.527184199666467,0.0673010776280271,5.055123465192969e-30,2.58316809071361e-26
attf-4,WBGene00015477,BWM_far_posterior,0.109371008002136,0.251161604235116,0.215686274509804,0.50708376437354,0.0520430972370896,1.96733268475504e-13,1.0053070019098302e-09
unc-52,WBGene00006787,BWM_head_row_2,0.172279953183587,0.729267094709866,0.367469879518072,0.468827413581565,0.0643895391032241,1.2072398107589e-28,6.168995432977981e-25
lin-36,WBGene00003021,BWM_head_row_1,0.0845658696341349,0.170442868028154,0.182539682539683,0.463273894517435,0.0574670349192257,8.314090431599999e-26,4.2485002105476e-22
mdl-1,WBGene00003163,BWM_head_row_1,0.202481813210951,0.689420978171946,0.442460317460317,0.457627057660624,0.122424459959716,4.6284036324676e-54,2.36511425619095e-50
gsnl-1,WBGene00010593,BWM_far_posterior,0.316360625971898,4.76871130006034,0.699346405228758,0.452366128726171,0.0856285643906215,3.2437917484282806e-21,1.65757758344685e-17
unc-130,WBGene00006853,BWM_far_posterior,0.0635713709061109,0.189530953666445,0.143790849673203,0.442109988574317,0.0174630181776785,2.17115355621668e-05,0.110945946722673
ceh-58,WBGene00007417,BWM_far_posterior,0.0544713051955358,0.140239496572545,0.124183006535948,0.438637352364052,0.0201340414253388,5.0985370988824e-06,0.0260535245752891
spon-1,WBGene00006893,BWM_posterior,0.342882830396314,2.19985648576048,0.795748613678373,0.43089340591035,0.403355092403749,6.2925531957971e-246,3.21549468305232e-242
eva-1,WBGene00009304,BWM_far_posterior,0.116830473725236,0.398077252991252,0.274509803921569,0.425596725713359,0.0311040780669363,1.39911367066872e-08,7.14947085711714e-05
Y57G11C.3,WBGene00013301,BWM_head_row_1,0.094892593137297,0.20101815424467,0.224206349206349,0.423237760541572,0.0611075103636817,2.29775435504669e-27,1.1741524754288601e-23
csk-1,WBGene00000812,BWM_head_row_1,0.126930781718459,0.269841809000344,0.301587301587302,0.420875749908575,0.086365146158644,2.96346071796818e-38,1.51432842688174e-34
arrd-15,WBGene00014033,BWM_head_row_1,0.287256682224362,1.28696275150832,0.716269841269841,0.401045340279996,0.20834590164625,3.99941006953279e-93,2.04369854553126e-89
lect-2,WBGene00019407,BWM_far_posterior,0.313455707493678,2.05766701733879,0.803921568627451,0.389908319077502,0.107799205989671,2.2285198646833398e-26,1.13877365085319e-22
unc-62,WBGene00006796,BWM_posterior,0.272571431433341,1.52616597359001,0.705175600739372,0.386529867379914,0.109187934733149,3.47050019247443e-60,1.77342559835443e-56
irx-1,WBGene00007984,BWM_head_row_2,0.0676104193417929,0.234069676268073,0.176706827309237,0.382613509456964,0.0167699853321212,1.83174290354932e-08,9.36020623713702e-05
tbx-2,WBGene00006543,BWM_far_posterior,0.166375388682194,1.21672490274715,0.444444444444444,0.374344624534937,0.0348072630653527,1.93107233265205e-09,9.867779619852e-06
T03G6.3,WBGene00020195,BWM_head_row_1,0.217864375783812,0.928402184477769,0.593253968253968,0.367236272224219,0.108075431309842,9.86155704877865e-48,5.03925565192589e-44
hlh-13,WBGene00001957,BWM_posterior,0.105148708461653,0.3933813660324,0.290203327171904,0.362327715144931,0.0274899627862433,6.16730356718311e-16,3.1514921228305698e-12
madd-2,WBGene00016539,BWM_head_row_1,0.0793220482846816,0.219789406250103,0.224206349206349,0.353790374650261,0.0577953630330266,6.016722164507219e-26,3.0745450260631897e-22
nhr-3,WBGene00003602,BWM_far_posterior,0.0530433586595623,0.178217999904483,0.150326797385621,0.352853646735349,0.0095296620220484,0.0017184095408638,1.0
Y45G5AM.6,WBGene00021558,BWM_posterior,0.100127205177585,0.344771372974639,0.288354898336414,0.347236012827393,0.0353974147720732,3.97181792904945e-20,2.02959896174427e-16
pck-1,WBGene00021043,BWM_head_row_2,0.23397765137368,2.09214985291408,0.686746987951807,0.340704299368692,0.0695840811591017,7.2538834799015815e-31,3.70673445822971e-27
plp-1,WBGene00004046,BWM_head_row_1,0.220035702645161,0.990733806536697,0.656746031746032,0.335039257199882,0.066461895242507,1.15950787215322e-29,5.92508522670297e-26
syd-9,WBGene00044068,BWM_far_posterior,0.109454023075548,0.528409357422351,0.326797385620915,0.334929310611176,0.0167291326105905,3.23737082247722e-05,0.165429649028586
