gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00004024,php-3,BWM_far_posterior,0.134702851016217,0.294783724157855,0.140350877192982,0.959757813490549,0.125027006097165,2.1512947388905303e-09,1.09931161157306e-05
WBGene00001184,egl-15,BWM_head_row_1,0.129479101176193,0.12639043035355,0.159509202453988,0.811734365066132,0.134369910565239,2.85545045468582e-14,1.45913518234446e-10
WBGene00003024,lin-39,BWM_posterior,0.304608475522866,0.621777502917566,0.382775119617225,0.795789642303487,0.305565554237404,2.94569658949978e-34,1.50525095723439e-30
WBGene00000454,ceh-33,BWM_head_row_1,0.701497968409333,2.10420607747787,0.907975460122699,0.772595735477846,0.814290439545299,8.50706344272796e-109,4.3471094192339905e-105
WBGene00006585,tni-3,BWM_head_row_1,0.666822624900615,2.35011435863007,0.877300613496933,0.76008453048112,0.762363015976985,1.3254345409441101e-98,6.772970504224381e-95
WBGene00012857,pbo-5,BWM_far_posterior,0.418722182977311,1.12515586365924,0.596491228070175,0.701975424403139,0.318257629269613,1.2362136369921498e-22,6.31705168502987e-19
WBGene00001377,eya-1,BWM_head_row_1,0.43608274652747,0.785543629354312,0.644171779141104,0.676966549371215,0.494848933566406,5.86230258570916e-56,2.9956366212973803e-52
WBGene00003779,nob-1,BWM_far_posterior,0.0886752099164329,0.190529924827146,0.140350877192982,0.631810870654585,0.0766912177769746,3.15295669728463e-06,0.0161116087231245
WBGene00003021,lin-36,BWM_head_row_1,0.138994422904408,0.199959876724297,0.220858895705521,0.629335859261626,0.135928506207094,1.99541348376151e-14,1.01965629020213e-10
WBGene00014131,sdz-38,BWM_head_row_1,0.306357174870223,0.652149126319328,0.49079754601227,0.62420274379808,0.370191626232368,5.010884541294769e-40,2.5605620006016297e-36
WBGene00001182,egl-13,BWM_head_row_1,0.0994404603170951,0.144052969654941,0.159509202453988,0.623415193526404,0.0982940362910228,1.04106188580547e-10,5.31982623646594e-07
WBGene00014033,arrd-15,BWM_head_row_1,0.267996424347893,0.547454814153887,0.460122699386503,0.582445562249422,0.291403172366916,7.22604780845458e-31,3.69251043012029e-27
WBGene00004773,sem-4,BWM_far_posterior,0.10122944250699,0.242291806888908,0.175438596491228,0.57700782228984,0.0501598623684829,0.0001718424257401,0.878114795532005
WBGene00004393,rnt-1,BWM_far_posterior,0.186243757443125,0.46993370534314,0.333333333333333,0.558731272329375,0.110996678659924,1.79820844350955e-08,9.1888451463338e-05
WBGene00015897,nhr-156,BWM_head_row_1,0.311908661031045,0.665071115396319,0.558282208588957,0.55869353569297,0.355271337881947,3.04512693820668e-38,1.55605986542361e-34
WBGene00003102,mab-5,BWM_far_posterior,0.096582167452118,0.209353847169077,0.175438596491228,0.550518354477073,0.0463624011731816,0.0003055900059786,1.0
WBGene00000455,ceh-34,BWM_head_row_2,0.475470138384059,3.59979227478742,0.872340425531915,0.54505113424514,0.33130334259594,2.30913906529456e-21,1.17997006236552e-17
WBGene00006893,spon-1,BWM_far_posterior,0.296361795895576,1.10765882260903,0.578947368421053,0.511897647455995,0.167043735083509,3.51808794337488e-12,1.79774293906456e-08
WBGene00000437,ceh-13,BWM_anterior,0.094891242240196,0.156585632223247,0.188034188034188,0.504648879186497,0.0548732857259508,4.96513418710371e-06,0.0253718356961
WBGene00001434,fkh-2,BWM_head_row_2,0.202369998097774,0.534005275908841,0.404255319148936,0.500599468978705,0.114443822997687,5.34033890759288e-08,0.0002728913181779
WBGene00010259,ric-7,BWM_far_posterior,0.139728057192405,0.411763979509247,0.280701754385965,0.497781203747942,0.0632052171865342,2.39847363873169e-05,0.12256200293919
WBGene00006787,unc-52,BWM_head_row_2,0.199410074239464,0.826677198449744,0.404255319148936,0.493277552066043,0.0776904253889947,8.05502895736755e-06,0.0411611979721482
WBGene00006792,unc-58,BWM_head_row_1,0.0905363329405962,0.136875060810936,0.190184049079755,0.476045879655393,0.124060627076062,3.02914517386631e-13,1.5478931838456801e-09
WBGene00020930,hlh-30,BWM_anterior,0.0584058991916373,0.160982305887831,0.128205128205128,0.455566013694771,0.0251905582631963,0.002076171182783,1.0
WBGene00000812,csk-1,BWM_head_row_1,0.117758512064703,0.221172966269541,0.263803680981595,0.446386917826666,0.110494708295952,6.62541202379435e-12,3.38558554415891e-08
WBGene00006424,ctbp-1,BWM_head_row_2,0.108843877036851,0.248327494710061,0.25531914893617,0.426305185061,0.0368911929186643,0.0021962602912659,1.0
WBGene00000542,clp-1,BWM_far_posterior,0.079695551933853,0.283442308453823,0.192982456140351,0.412967860020874,0.0276986685476084,0.005360600759331,1.0
WBGene00003602,nhr-3,BWM_far_posterior,0.109974009893361,0.32107850550376,0.280701754385965,0.391782410245099,0.0304463417861201,0.0034966851539356,1.0
WBGene00021689,Y48G8AL.10,BWM_anterior,0.0558566720089759,0.128259923530113,0.145299145299145,0.384425330885305,0.0320698731975739,0.0005051185561122,1.0
WBGene00009189,F27D4.4,BWM_head_row_2,0.0712956280493798,0.18457509166606,0.191489361702128,0.372321613146761,0.0149108880073554,0.0521003813358874,1.0
WBGene00006508,tns-1,BWM_head_row_1,0.319820198930351,1.84187234794665,0.871165644171779,0.367117552293291,0.250939964331,2.1355284491718698e-26,1.09125503752683e-22
WBGene00006424,ctbp-1,BWM_head_row_1,0.112238524630869,0.204310684097593,0.306748466257669,0.365897590296632,0.128226704734477,1.16853397181047e-13,5.9712085959515e-10
WBGene00001662,gop-3,BWM_head_row_1,0.171454209625297,0.476877743974513,0.47239263803681,0.36294852167433,0.0805072597990653,5.6020135869345305e-09,2.86262894292354e-05
WBGene00017472,cst-1,BWM_head_row_1,0.116307243632759,0.269337580240361,0.325153374233129,0.357699636078107,0.0802975510017802,5.870429789695791e-09,2.99978962253455e-05
WBGene00011270,R31.2,BWM_head_row_1,0.161712972575083,0.465314806210258,0.45398773006135,0.356205601753224,0.116035282044575,1.88481572838147e-12,9.631408372029291e-09
WBGene00011906,hsp-12.1,BWM_head_row_1,0.302826042532937,3.11779412758249,0.858895705521472,0.352576035234777,0.158021667287245,1.1929102196228001e-16,6.095771222272479e-13
WBGene00006672,twk-18,BWM_head_row_1,0.242330424494798,1.05610003610404,0.693251533742331,0.349556276041168,0.159661528166293,8.133054254945651e-17,4.15599072427723e-13
WBGene00002179,jph-1,BWM_head_row_1,0.112553736979232,0.372889416748353,0.325153374233129,0.346155832596507,0.0238155451189312,0.0017007577617586,1.0
WBGene00019407,lect-2,BWM_far_posterior,0.179316509783533,0.762283947719496,0.526315789473684,0.340701368588713,0.0546201822437859,8.75405314407042e-05,0.447332115661998
WBGene00002004,hsf-1,BWM_far_posterior,0.128304126302685,0.465616412949627,0.385964912280702,0.332424327238775,0.0248219332236645,0.0084120699516512,1.0
WBGene00003626,nhr-32,BWM_posterior,0.0635680677762025,0.176482806701862,0.191387559808612,0.332143154130658,0.0166858369851069,0.0071441267814707,1.0
WBGene00001948,hlh-1,BWM_far_posterior,0.168771572605661,0.774226380027481,0.508771929824561,0.331723435811127,0.0286744534449722,0.0046044651773677,1.0
WBGene00012662,Y39A1C.1,BWM_far_posterior,0.12060182175699,0.444635332265285,0.368421052631579,0.327347801911829,0.0234833456685845,0.010388424971771,1.0
WBGene00002023,hsp-25,BWM_head_row_2,0.194956661898387,0.955891379088336,0.595744680851064,0.327248682472292,0.0354601175515109,0.0026832084477678,1.0
WBGene00004046,plp-1,BWM_head_row_1,0.182592238539802,0.738346820447292,0.558282208588957,0.327060822878986,0.115335049868828,2.20985379562357e-12,1.12923528956364e-08
WBGene00006062,stn-1,BWM_head_row_2,0.131847591381434,0.476249812228531,0.404255319148936,0.32614930499618,0.0185840919346569,0.0300648415669284,1.0
WBGene00044508,nsy-7,BWM_anterior,0.144691808430287,0.425402916204859,0.444444444444444,0.325556568968146,0.0662028848685881,5.03975558769543e-07,0.0025753151053123
WBGene00016197,pxl-1,BWM_head_row_1,0.197126461064875,0.739784352616327,0.607361963190184,0.324561749026006,0.0944027979055485,2.49684212495952e-10,1.27588632585432e-06
WBGene00003648,nhr-58,BWM_head_row_1,0.12527359316007,0.334014182788469,0.386503067484663,0.324120566430024,0.0537046534777047,2.16581987489809e-06,0.0110673395607292
WBGene00011864,T20F10.2,BWM_head_row_1,0.226174263824425,0.910215319935256,0.699386503067485,0.32338951757352,0.127927521258003,1.25136751043851e-13,6.39448797834079e-10
WBGene00004774,sem-5,BWM_head_row_2,0.0822917402960715,0.269161089183897,0.25531914893617,0.322309316159613,0.0207475894307608,0.0218734525559314,1.0
WBGene00006781,unc-45,BWM_head_row_2,0.0613465330559431,0.319619438733191,0.191489361702128,0.320365228181036,0.0020348046730373,0.473668285870935,1.0
WBGene00017597,F19C7.8,BWM_far_posterior,0.229368860531604,2.1066891425231,0.719298245614035,0.31887865976345,0.0328409225495397,0.0024145227223468,1.0
WBGene00006810,unc-78,BWM_head_row_2,0.120624842709106,0.439816949304777,0.382978723404255,0.314964867073776,0.0209278567860916,0.0213046998053864,1.0
WBGene00006764,unc-27,BWM_head_row_2,0.258316049840709,2.00080351615677,0.829787234042553,0.311303957500342,0.0587429109473762,0.000107321388407,0.548412294760164
WBGene00017423,F13C5.2,BWM_anterior,0.0657031665553861,0.291905685126368,0.213675213675214,0.307490819479207,0.0081846528141522,0.0800514899222749,1.0
WBGene00019727,zig-12,BWM_head_row_1,0.235736339570807,1.27539900182856,0.766871165644172,0.307400186800333,0.155955565124162,1.93168231575523e-16,9.87089663350923e-13
WBGene00015124,anmt-1,BWM_head_row_1,0.124318342722649,0.388622625512999,0.404907975460123,0.307028634299876,0.0475033506701866,8.56753477001219e-06,0.0437801026747623
WBGene00006584,tni-1,BWM_far_posterior,0.296136468869829,6.3138726657112,0.964912280701754,0.306905067737823,0.0998803489780695,9.62110566564938e-08,0.0004916384995146
WBGene00011474,aldo-1,BWM_head_row_2,0.247383246241596,2.05803552034827,0.808510638297872,0.30597401508829,0.041678275609662,0.0011274230781148,1.0
WBGene00001137,eat-6,BWM_head_row_1,0.249636067719065,1.47162883238685,0.815950920245399,0.305944955174493,0.120168477883846,7.35949492346968e-13,3.760701905893011e-09
WBGene00007630,har-1,BWM_head_row_1,0.173866525946565,0.663089574606748,0.570552147239264,0.304733803540754,0.0656640546428027,1.52502132017767e-07,0.0007792858946107
WBGene00006832,unc-105,BWM_anterior,0.179651554891492,0.926574016087103,0.58974358974359,0.304626549598617,0.058605445797804,2.33715048301902e-06,0.0119428389682272
WBGene00009304,eva-1,BWM_anterior,0.0988019989167896,0.387512994091601,0.324786324786325,0.304206154559589,0.0164081252429851,0.0130799090654504,1.0
WBGene00006495,cpna-1,BWM_head_row_1,0.182753609676517,0.811031864456717,0.601226993865031,0.303967738543594,0.0476436545406823,8.30499860339567e-06,0.0424385428633519
WBGene00004830,slo-1,BWM_head_row_1,0.141694493616916,0.487621108010219,0.466257668711656,0.30389740078365,0.0581309547615016,8.11592401562356e-07,0.0041472371719836
WBGene00018367,F42H10.3,BWM_anterior,0.106075495842048,0.423456792429439,0.35042735042735,0.302703244232186,0.0126203351551513,0.0296244396533474,1.0
WBGene00009532,ccch-1,BWM_far_posterior,0.0634996236901612,0.212951849228554,0.210526315789474,0.301623212528266,0.0046668354110969,0.254343159289569,1.0
WBGene00017814,F26A10.2,BWM_head_row_2,0.0892544469514757,0.377893593001249,0.297872340425532,0.299639929051383,0.0088387769156508,0.135059443029564,1.0
WBGene00000455,ceh-34,BWM_head_row_1,0.23330144135411,1.69455629376768,0.779141104294479,0.299434133391495,0.368522241690671,7.95585898880066e-40,4.0654439432771296e-36
