gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00014131,sdz-38,BWM_head_row_1,0.77121864859112,2.12922945998641,0.879032258064516,0.877349655277971,0.791891304286942,1.8631842807691203e-120,9.52087167473021e-117
WBGene00003779,nob-1,BWM_far_posterior,0.123753272722309,0.124378491483614,0.146341463414634,0.845647363602444,0.0927759252239412,1.63766612982159e-07,0.0008368473923388
WBGene00001184,egl-15,BWM_head_row_1,0.291193997134502,0.431034150513704,0.346774193548387,0.839722224294842,0.274907666001284,3.0052350852839897e-36,1.53567512858012e-32
WBGene00004024,php-3,BWM_far_posterior,0.114296916185937,0.138198927079384,0.146341463414634,0.781028927270572,0.0859483777468972,4.71675383299864e-07,0.0024102612086623
WBGene00000454,ceh-33,BWM_head_row_1,0.604116820162459,1.64236596674939,0.782258064516129,0.772273048455102,0.658380817734717,1.71737624389575e-95,8.775792606307301e-92
WBGene00001377,eya-1,BWM_head_row_1,0.521402296513,1.17873223092326,0.709677419354839,0.734703235995591,0.494263735268914,3.32715372740436e-68,1.70017555470363e-64
WBGene00006585,tni-3,BWM_head_row_1,0.479551058656887,1.02722406742059,0.661290322580645,0.725174771627488,0.487052231919497,4.44562509721617e-67,2.27171442467746e-63
WBGene00003024,lin-39,BWM_posterior,0.268134217409074,0.614121031135344,0.377083333333333,0.71107416771467,0.262505365962046,2.31236819673115e-50,1.18162014852962e-46
WBGene00001182,egl-13,BWM_head_row_1,0.300446075196907,0.442898536324714,0.435483870967742,0.689913209711416,0.33655066331869,8.771252532716071e-45,4.4821100442179097e-41
WBGene00012857,pbo-5,BWM_far_posterior,0.444357873146522,0.884039821923606,0.658536585365854,0.674765659222496,0.239230903163589,1.87966114422289e-17,9.605068446978951e-14
WBGene00018430,nhr-142,BWM_far_posterior,0.0631285387277669,0.0849540332917659,0.0975609756097561,0.647067521959611,0.0511346607733957,0.0001063144280318,0.543266727242671
WBGene00000455,ceh-34,BWM_head_row_2,0.583021564226729,7.26093682078369,0.921052631578947,0.632994841160449,0.638783794628774,5.5162357266533e-88,2.81879645631983e-84
WBGene00001174,egl-5,BWM_far_posterior,0.0759516224509446,0.157916456084274,0.121951219512195,0.622803304097746,0.0439446697143788,0.0003293611437966,1.0
WBGene00015897,nhr-156,BWM_head_row_1,0.324826043627469,0.762318811228112,0.532258064516129,0.610279233481911,0.335743630404951,1.1399397595607702e-44,5.82509217135552e-41
WBGene00003102,mab-5,BWM_posterior,0.0972350523838061,0.127870370332155,0.160416666666667,0.606140586288662,0.095067630029385,4.3719081001194394e-18,2.23404503916103e-14
WBGene00004773,sem-4,BWM_far_posterior,0.14661678674511,0.346728103823973,0.24390243902439,0.601128825654951,0.0590825833266399,3.06685677501422e-05,0.156716381203227
WBGene00003021,lin-36,BWM_head_row_1,0.151965113680963,0.287393243346015,0.258064516129032,0.588864815513733,0.113376326791305,3.04188765863204e-15,1.5544045935609697e-11
WBGene00001434,fkh-2,BWM_head_row_2,0.326103590567839,1.09933289364463,0.56140350877193,0.580872020698964,0.257524896702099,1.26908040120997e-32,6.48500085018293e-29
WBGene00000812,csk-1,BWM_head_row_1,0.161620410649436,0.257700209803511,0.298387096774194,0.541646781635947,0.109171197557515,1.0178185971305701e-14,5.2010530313372295e-11
WBGene00004393,rnt-1,BWM_far_posterior,0.207335726501362,0.380246089244237,0.390243902439024,0.53129779915974,0.0684366882349197,7.14373607611915e-06,0.0365044913489689
WBGene00000437,ceh-13,BWM_anterior,0.131449115596093,0.230513366002214,0.251937984496124,0.521751874212184,0.0637671467817293,2.03486506376727e-11,1.03981604758508e-07
WBGene00016197,pxl-1,BWM_head_row_1,0.177207088927003,0.45732102270693,0.362903225806452,0.488303978376631,0.144964149142157,3.2490347971858996e-19,1.6602567813619901e-15
WBGene00021983,npr-5,BWM_head_row_1,0.188478600363436,0.451311764778425,0.395161290322581,0.476966253980939,0.120257010004974,4.19628208094984e-16,2.14430014336537e-12
WBGene00014033,arrd-15,BWM_head_row_1,0.245607093402789,0.787086033569285,0.540322580645161,0.454556411670834,0.1904270677102,4.8724403474112605e-25,2.48981701752715e-21
WBGene00006787,unc-52,BWM_head_row_2,0.218341726423946,0.898721093040241,0.482456140350877,0.452562851133269,0.0744302584717488,4.4458334607523004e-10,2.27182089844442e-06
WBGene00019407,lect-2,BWM_far_posterior,0.385614137598103,1.8164026325354,0.853658536585366,0.451719418329207,0.164907906128348,2.24104779528816e-12,1.14517542339225e-08
WBGene00006893,spon-1,BWM_far_posterior,0.373478785142595,1.68387052196903,0.829268292682927,0.450371476201364,0.115114707904388,5.145464018182971e-09,2.6293321132915e-05
WBGene00006424,ctbp-1,BWM_head_row_1,0.140716549935145,0.27677995549569,0.314516129032258,0.447406466460461,0.143045382727409,5.68401213114082e-19,2.90453019901296e-15
WBGene00006788,unc-53,BWM_far_posterior,0.151092987597382,0.453701356020605,0.390243902439024,0.387175780718291,0.0439729133861353,0.0003278966385476,1.0
WBGene00006832,unc-105,BWM_posterior,0.13429783804847,0.3945245995113,0.347916666666667,0.386005762055483,0.0655289522594392,8.354322254518009e-13,4.2690586720587e-09
WBGene00013301,Y57G11C.3,BWM_head_row_1,0.0737772248183819,0.179400082711642,0.193548387096774,0.381182328228307,0.0284918206654376,9.23890553913292e-05,0.472108073049692
WBGene00003646,nhr-56,BWM_head_row_1,0.109794981186138,0.267506404636619,0.290322580645161,0.378182712974474,0.0590058675324587,1.60966651424037e-08,8.2253958877683e-05
WBGene00004046,plp-1,BWM_head_row_1,0.212740700956884,0.816305101989107,0.564516129032258,0.376854955980767,0.0803964165836136,3.75358960323379e-11,1.91808428725247e-07
WBGene00006424,ctbp-1,BWM_head_row_2,0.0591189776028634,0.220855195464492,0.157894736842105,0.374420191484801,0.0303450395994379,7.49008576172748e-05,0.382743382424274
WBGene00020195,T03G6.3,BWM_head_row_1,0.268534416678904,1.3216747744367,0.717741935483871,0.37413783896836,0.170856190901202,1.62728174767223e-22,8.315409730605121e-19
WBGene00006893,spon-1,BWM_posterior,0.230441519158421,1.32932630205156,0.616666666666667,0.373688949986628,0.307118375422361,8.72207748362371e-60,4.45698159413172e-56
WBGene00003602,nhr-3,BWM_far_posterior,0.0882711456275199,0.213664936290538,0.24390243902439,0.361911697072832,0.0262895956371916,0.0055373457858218,1.0
WBGene00006580,tlp-1,BWM_anterior,0.0771400095069863,0.189002708213764,0.213178294573643,0.361856771869136,0.0142619452818804,0.0016713404233077,1.0
WBGene00003690,nhr-100,BWM_far_posterior,0.077432818642584,0.222674770506747,0.219512195121951,0.352749507149549,0.0127186578642877,0.0539092409599513,1.0
WBGene00009304,eva-1,BWM_far_posterior,0.0852928319360206,0.209440757915622,0.24390243902439,0.349700610937684,0.0160445471166786,0.0303502340574362,1.0
WBGene00006796,unc-62,BWM_posterior,0.203608478773708,0.859027095149455,0.5875,0.346567623444609,0.0857541274916151,2.07106443777645e-16,1.0583139277037699e-12
WBGene00021558,Y45G5AM.6,BWM_posterior,0.0572928415674701,0.1352626346906,0.166666666666667,0.343757049404821,0.0238102085207774,1.88118786614805e-05,0.0961286999601655
WBGene00002004,hsf-1,BWM_far_posterior,0.249971736613591,0.989456522091235,0.731707317073171,0.341628040038574,0.0601272428467477,2.60558424430062e-05,0.133145354883762
WBGene00044068,syd-9,BWM_far_posterior,0.0665654964582663,0.172602116971063,0.195121951219512,0.341148169348615,0.012513511237789,0.0558853894308003,1.0
WBGene00006672,twk-18,BWM_head_row_1,0.221427968397365,1.05582389920954,0.653225806451613,0.338976149151522,0.0925333591740215,1.18698863144792e-12,6.0655119066988505e-09
WBGene00012662,Y39A1C.1,BWM_far_posterior,0.156208098192309,0.497776693081913,0.463414634146341,0.337080632941299,0.0262355909853762,0.0055862446901463,1.0
WBGene00004357,rho-1,BWM_far_posterior,0.0739151784947527,0.254213864661054,0.219512195121951,0.336724702031651,0.0094112470886928,0.0973758507040419,1.0
WBGene00010259,ric-7,BWM_far_posterior,0.155914520338827,0.542379703256947,0.463414634146341,0.336447122836417,0.037440587259515,0.0009226936736475,1.0
WBGene00001572,gei-15,BWM_far_posterior,0.147675845318757,0.461344970398069,0.439024390243902,0.336372758781613,0.0283289094958196,0.0039768178241408,1.0
WBGene00016539,madd-2,BWM_head_row_1,0.0726914669816046,0.253501847198127,0.217741935483871,0.333842292804406,0.0213244211445332,0.0007269207858909,1.0
WBGene00009532,ccch-1,BWM_posterior,0.0581655362827732,0.154071584894146,0.175,0.332374493044418,0.0173620035568109,0.0002631837568135,1.0
WBGene00001662,gop-3,BWM_head_row_1,0.123273106821771,0.380183575179704,0.370967741935484,0.332301418389122,0.0341503539345736,1.83856758029915e-05,0.0939508033532866
WBGene00001155,ech-6,BWM_head_row_2,0.101627810639582,0.454206661516243,0.307017543859649,0.331016297511782,0.0137354927919292,0.0078438069052327,1.0
WBGene00003045,lir-2,BWM_far_posterior,0.0796227822543603,0.269421106234566,0.24390243902439,0.326453407242877,0.0095073643781038,0.0956803693910984,1.0
WBGene00011270,R31.2,BWM_head_row_2,0.124934687732784,0.572532389136105,0.385964912280702,0.323694418216758,0.0263476941286223,0.0002258177137458,1.0
WBGene00006319,sup-10,BWM_head_row_2,0.053848073645302,0.186025810462928,0.166666666666667,0.323088441871812,0.0175600103175007,0.0026329782626171,1.0
WBGene00007630,har-1,BWM_head_row_1,0.160945290571887,0.602887448298283,0.5,0.321890581143774,0.0541380527592928,6.3780858553104e-08,0.0003259201872063
WBGene00011722,rbm-22,BWM_head_row_2,0.0564198666705059,0.174945883853538,0.175438596491228,0.321593240021884,0.0044413739202997,0.131024422194542,1.0
WBGene00017060,D2063.1,BWM_far_posterior,0.264214912265064,3.06699354044656,0.829268292682927,0.318612100084341,0.0406435870373835,0.000554997864796,1.0
WBGene00003163,mdl-1,BWM_head_row_1,0.109435067090648,0.482294368457271,0.346774193548387,0.315580193470705,0.0176702646066738,0.0021077955770028,1.0
WBGene00006764,unc-27,BWM_head_row_2,0.234995205055038,1.67649284305264,0.745614035087719,0.315170039720874,0.0352357486690101,1.95440035553472e-05,0.0998698581678244
WBGene00015075,B0238.11,BWM_far_posterior,0.0763612405773202,0.201086317670419,0.24390243902439,0.313081086367013,0.008100486840274,0.124097527589795,1.0
WBGene00006495,cpna-1,BWM_head_row_1,0.168612985701096,0.755819741224083,0.540322580645161,0.312059854133372,0.040674991859676,2.88223337458362e-06,0.0147282125441223
WBGene00003932,pat-6,BWM_far_posterior,0.243353749841758,1.31589532519899,0.780487804878049,0.311796991984752,0.0430811547357192,0.0003774612461301,1.0
WBGene00001137,eat-6,BWM_head_row_1,0.20522283828882,1.25940011775227,0.661290322580645,0.310336974973338,0.0383203291186594,5.62112028993302e-06,0.0287239246815577
WBGene00006819,unc-87,BWM_far_posterior,0.241875599395412,1.42532277013921,0.780487804878049,0.309903111725371,0.0314546715533007,0.0024020894220464,1.0
WBGene00000266,bre-1,BWM_head_row_1,0.0844559824778579,0.226494039502354,0.274193548387097,0.308015936095717,0.0140951916908073,0.006056140188859,1.0
WBGene00009793,pkn-1,BWM_far_posterior,0.0749380393275502,0.269488744191615,0.24390243902439,0.307245961242956,0.0031303472121733,0.339263824542062,1.0
WBGene00000475,cey-4,BWM_head_row_1,0.123599352638951,0.445007406458388,0.403225806451613,0.306526394544599,0.0152174464635314,0.0043401036425825,1.0
WBGene00010012,saeg-1,BWM_far_posterior,0.0745938975476469,0.21204219286672,0.24390243902439,0.305834979945352,0.0102574720547461,0.0834981990309537,1.0
WBGene00001957,hlh-13,BWM_posterior,0.0603985424518937,0.21113925355101,0.197916666666667,0.305171582914831,0.0079338157020815,0.0138026871496657,1.0
WBGene00002023,hsp-25,BWM_far_posterior,0.182523417145207,0.763808642922111,0.609756097560976,0.299338404118139,0.027116577493507,0.0048406654789539,1.0
WBGene00006803,unc-70,BWM_head_row_1,0.108488893823969,0.410260919907553,0.362903225806452,0.298947174092715,0.0247737710156085,0.0002684904311249,1.0
WBGene00021043,pck-1,BWM_head_row_2,0.233615848635247,2.95332186092444,0.789473684210526,0.295913408271313,0.027465201672852,0.0001657692930882,0.847081087681131
WBGene00006508,tns-1,BWM_head_row_1,0.257631179293412,2.39022465087497,0.870967741935484,0.295798761410955,0.0757337396045642,1.41013227236411e-10,7.20577591178061e-07
WBGene00004393,rnt-1,BWM_posterior,0.059758103073405,0.181313780463215,0.202083333333333,0.295710200775612,0.0574069790116484,2.2851574558334297e-11,1.16771545993088e-07
WBGene00011906,hsp-12.1,BWM_head_row_1,0.251201846181208,3.75804468583835,0.854838709677419,0.293858763457263,0.0405097098084967,3.02052216610402e-06,0.0154348682687915
WBGene00006844,unc-120,BWM_far_posterior,0.0928191737389525,0.362199439877425,0.317073170731707,0.292737394099773,0.0114505213380097,0.0674325779906248,1.0
WBGene00044508,nsy-7,BWM_far_posterior,0.0927784265070913,0.304712126437152,0.317073170731707,0.292608883599288,0.0076825786749774,0.13424712712268,1.0
WBGene00003637,nhr-47,BWM_head_row_1,0.096670936511564,0.307308431162586,0.330645161290323,0.292370637254486,0.0134032005957794,0.0074448983484168,1.0
WBGene00001840,hel-1,BWM_head_row_2,0.073666661741201,0.4597167779107,0.254385964912281,0.289586187534376,0.0002584520994168,0.715795980513587,1.0
WBGene00016722,C46G7.2,BWM_head_row_1,0.160901360025255,0.729613568537863,0.556451612903226,0.289156067291762,0.020648039224484,0.0008845092140745,1.0
WBGene00006062,stn-1,BWM_head_row_2,0.0935884576582326,0.392073227538794,0.324561403508772,0.288353626298338,0.0057284693769483,0.086297817381027,1.0
WBGene00011474,aldo-1,BWM_head_row_2,0.155993572407926,1.22992501975687,0.543859649122807,0.28682689120167,0.010469146970465,0.0203297745423704,1.0
WBGene00017597,F19C7.8,BWM_far_posterior,0.255449808782496,4.65897436712706,0.902439024390244,0.28306600432655,0.0154266576439975,0.0337297182783558,1.0
WBGene00006765,unc-29,BWM_far_posterior,0.0894517757007002,0.241932488203087,0.317073170731707,0.282117138748362,0.0155214004863616,0.0331870785998949,1.0
WBGene00044508,nsy-7,BWM_head_row_2,0.0569110961344707,0.290330591864211,0.201754385964912,0.282081085188246,0.0001153216026805,0.807852906311083,1.0
WBGene00017814,F26A10.2,BWM_head_row_2,0.0591783530243121,0.236046341663953,0.210526315789474,0.281097176865482,0.005487476716949,0.0932027272009048,1.0
WBGene00006584,tni-1,BWM_far_posterior,0.28062595249535,4.85072976090123,1.0,0.28062595249535,0.0497588225467825,0.0001319275858726,0.67414996380909
WBGene00006844,unc-120,BWM_head_row_1,0.0904251562533635,0.342061098505051,0.32258064516129,0.280317984385427,0.0228951394192022,0.0004614529523313,1.0
WBGene00000472,cey-1,BWM_far_posterior,0.277992633271035,7.38033121290001,1.0,0.277992633271035,0.112257534317518,8.01116506738972e-09,4.09370534943614e-05
WBGene00001662,gop-3,BWM_head_row_2,0.0778847176758379,0.299891677945275,0.280701754385965,0.277464306720173,0.0063448484665082,0.0710242409347378,1.0
WBGene00019227,sgca-1,BWM_head_row_2,0.243003719645775,3.5843931153157,0.87719298245614,0.277024240396184,0.0294587044438034,9.56180155945515e-05,0.488608059688158
WBGene00014569,bkip-1,BWM_anterior,0.165064987531834,0.840214303374965,0.596899224806202,0.276537446644241,0.0183166420347734,0.0003645197006081,1.0
WBGene00009050,F22D6.2,BWM_head_row_2,0.0871354710861439,0.472124699186348,0.315789473684211,0.275928991772789,0.0018159610967609,0.334409344501658,1.0
WBGene00003648,nhr-58,BWM_head_row_1,0.119671672956976,0.503524014825825,0.435483870967742,0.274801619382685,0.0205997363242874,0.0008970023396553,1.0
WBGene00019220,pfd-2,BWM_anterior,0.0990383845717309,0.343007295437822,0.36046511627907,0.274751647521576,0.0099865958515711,0.0085821668350501,1.0
WBGene00003929,pat-2,BWM_far_posterior,0.19390847967238,0.925668485658449,0.707317073170732,0.274146471260951,0.022201123353797,0.0108209703037502,1.0
WBGene00006796,unc-62,BWM_anterior,0.132484448193089,0.629201950262338,0.484496124031008,0.273447901070536,8.47013722691592e-05,0.809056550190369,1.0
WBGene00004929,soc-2,BWM_far_posterior,0.0863992853104246,0.189456442458121,0.317073170731707,0.272490053671339,0.0145721002145536,0.0390638376055717,1.0
