gene_id,gene_short_name,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
WBGene00003100,mab-3,BWM_far_posterior,0.0603811958910181,0.145518752289153,0.0698689956331878,0.864205866190197,0.0540410643259355,2.8438615418685104e-19,1.4532132478948101e-15
WBGene00001184,egl-15,BWM_head_row_1,0.42044048416696,0.696719736760301,0.487142857142857,0.863074307674112,0.427670130534629,9.941970949490071e-277,5.0803471551894294e-273
WBGene00009560,psa-3,BWM_far_posterior,0.279137512112946,1.00505248281259,0.327510917030568,0.852299870318196,0.225197270044747,3.4349325416350698e-77,1.75525052877552e-73
WBGene00001377,eya-1,BWM_head_row_1,0.758798200659215,3.13769365166793,0.901428571428571,0.841772964281221,0.784065947877409,0.0,0.0
WBGene00001371,exl-1,BWM_far_posterior,0.24004529120436,0.543393370765693,0.296943231441048,0.808387818908801,0.19946467118878,2.81102160383906e-68,1.43643203956176e-64
WBGene00006874,vab-8,BWM_far_posterior,0.673543693128213,3.63665870710806,0.834061135371179,0.807547150399794,0.612677069696813,2.66849332686671e-222,1.3636000900288898e-218
WBGene00001182,egl-13,BWM_head_row_1,0.1371693720125,0.224571017215163,0.171428571428571,0.800154670072914,0.125081132562032,1.6442902432320501e-74,8.40232314291575e-71
WBGene00004024,php-3,BWM_far_posterior,0.0976349580583314,0.163901013383644,0.122270742358079,0.798514478405639,0.0816019740653308,2.09181796378663e-28,1.06891897949497e-24
WBGene00000228,atn-1,BWM_head_row_1,0.154799166901388,0.20620554490407,0.221428571428571,0.699093011812722,0.150062671726382,1.06786908811595e-89,5.45681104027248e-86
WBGene00006424,ctbp-1,BWM_head_row_1,0.103898608411968,0.156495665090242,0.157142857142857,0.661172962621612,0.0950520425208505,1.48503990744979e-56,7.588553927068401e-53
WBGene00003102,mab-5,BWM_posterior,0.0742201261414348,0.158199686643714,0.113698630136986,0.652779422689728,0.0665194352879589,7.72069328806592e-49,3.94527427020169e-45
WBGene00003024,lin-39,BWM_posterior,0.311662663294766,1.49010553897233,0.493150684931507,0.631982622792164,0.240300084334922,1.3381550058713e-183,6.83797208000232e-180
WBGene00000437,ceh-13,BWM_anterior,0.206890402012282,0.483480827749191,0.343596920923723,0.602131129278109,0.196398481387697,3.9314490385085896e-147,2.00897045867789e-143
WBGene00017597,F19C7.8,BWM_head_row_1,0.101703609399463,0.184358198113127,0.17,0.598256525879192,0.0852340553964032,9.429710216402731e-51,4.8185819205818e-47
WBGene00014033,arrd-15,BWM_head_row_1,0.0700742531432192,0.157558459491173,0.131428571428571,0.533173665220146,0.0578711418414044,9.606245418546161e-35,4.90879140887709e-31
WBGene00004334,ref-1,BWM_far_posterior,0.0888969778239538,0.300422505077643,0.170305676855895,0.521984818504754,0.0357056324708056,3.25087275354514e-13,1.6611959770615702e-09
WBGene00006788,unc-53,BWM_head_row_1,0.14575198531913,0.294880892957838,0.285714285714286,0.510131948616954,0.107891181805456,3.41685650725255e-64,1.7460136752060502e-60
WBGene00006853,unc-130,BWM_far_posterior,0.083506539051023,0.341336377026849,0.170305676855895,0.490333267761135,0.0250112822056649,1.1257710169729701e-09,5.75268989673189e-06
