gene_short_name,gene_id,cell_group,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
mab-3,WBGene00003100,BWM_far_posterior,0.0603811958910181,0.145518752289153,0.0698689956331878,0.864205866190197,0.0540410643259355,2.8438615418685104e-19,1.4532132478948101e-15
egl-15,WBGene00001184,BWM_head_row_1,0.42044048416696,0.696719736760301,0.487142857142857,0.863074307674112,0.427670130534629,9.941970949490071e-277,5.080347155189429e-273
psa-3,WBGene00009560,BWM_far_posterior,0.279137512112946,1.00505248281259,0.327510917030568,0.852299870318196,0.225197270044747,3.4349325416350694e-77,1.75525052877552e-73
eya-1,WBGene00001377,BWM_head_row_1,0.758798200659215,3.13769365166793,0.901428571428571,0.841772964281221,0.784065947877409,0.0,0.0
exl-1,WBGene00001371,BWM_far_posterior,0.24004529120436,0.543393370765693,0.296943231441048,0.808387818908801,0.19946467118878,2.81102160383906e-68,1.43643203956176e-64
vab-8,WBGene00006874,BWM_far_posterior,0.673543693128213,3.63665870710806,0.834061135371179,0.807547150399794,0.612677069696813,2.66849332686671e-222,1.3636000900288898e-218
egl-13,WBGene00001182,BWM_head_row_1,0.1371693720125,0.224571017215163,0.171428571428571,0.800154670072914,0.125081132562032,1.6442902432320501e-74,8.40232314291575e-71
php-3,WBGene00004024,BWM_far_posterior,0.0976349580583314,0.163901013383644,0.122270742358079,0.798514478405639,0.0816019740653308,2.09181796378663e-28,1.06891897949497e-24
atn-1,WBGene00000228,BWM_head_row_1,0.154799166901388,0.20620554490407,0.221428571428571,0.699093011812722,0.150062671726382,1.06786908811595e-89,5.45681104027248e-86
ctbp-1,WBGene00006424,BWM_head_row_1,0.103898608411968,0.156495665090242,0.157142857142857,0.661172962621612,0.0950520425208505,1.48503990744979e-56,7.5885539270684015e-53
mab-5,WBGene00003102,BWM_posterior,0.0742201261414348,0.158199686643714,0.113698630136986,0.652779422689728,0.0665194352879589,7.72069328806592e-49,3.94527427020169e-45
lin-39,WBGene00003024,BWM_posterior,0.311662663294766,1.49010553897233,0.493150684931507,0.631982622792164,0.240300084334922,1.3381550058713e-183,6.83797208000232e-180
ceh-13,WBGene00000437,BWM_anterior,0.206890402012282,0.483480827749191,0.343596920923723,0.602131129278109,0.196398481387697,3.9314490385085896e-147,2.00897045867789e-143
F19C7.8,WBGene00017597,BWM_head_row_1,0.101703609399463,0.184358198113127,0.17,0.598256525879192,0.0852340553964032,9.429710216402733e-51,4.8185819205818e-47
arrd-15,WBGene00014033,BWM_head_row_1,0.0700742531432192,0.157558459491173,0.131428571428571,0.533173665220146,0.0578711418414044,9.60624541854616e-35,4.90879140887709e-31
ref-1,WBGene00004334,BWM_far_posterior,0.0888969778239538,0.300422505077643,0.170305676855895,0.521984818504754,0.0357056324708056,3.25087275354514e-13,1.66119597706157e-09
unc-53,WBGene00006788,BWM_head_row_1,0.14575198531913,0.294880892957838,0.285714285714286,0.510131948616954,0.107891181805456,3.41685650725255e-64,1.7460136752060502e-60
unc-130,WBGene00006853,BWM_far_posterior,0.083506539051023,0.341336377026849,0.170305676855895,0.490333267761135,0.0250112822056649,1.12577101697297e-09,5.75268989673189e-06
pxn-2,WBGene00004257,BWM_head_row_1,0.249973524225645,0.754099139137182,0.515714285714286,0.484713204869671,0.199504163036599,1.8186577442184303e-120,9.293341072956192e-117
sem-4,WBGene00004773,BWM_posterior,0.0747801062460184,0.203927983866568,0.15958904109589,0.468579206520115,0.0516168531491883,4.36288142631883e-38,2.22943240884892e-34
madd-2,WBGene00016539,BWM_far_posterior,0.068795287073204,0.251550920754158,0.148471615720524,0.463356492345992,0.0290178536302244,5.29475218126318e-11,2.70561836462548e-07
ceh-34,WBGene00000455,BWM_head_row_2,0.327600895986065,4.73093252315371,0.710843373493976,0.460862277404126,0.256598916525407,3.0219609065230102e-145,1.54422202323326e-141
spon-1,WBGene00006893,BWM_posterior,0.368002507690139,2.51427171241583,0.823972602739726,0.446619834769412,0.358339909564808,3.4764740950049e-287,1.7764782625475e-283
mdl-1,WBGene00003163,BWM_head_row_1,0.0717126146206648,0.203486104194236,0.167142857142857,0.429049831063806,0.0353522052381777,9.938144288440049e-22,5.0783917313928694e-18
fkh-2,WBGene00001434,BWM_head_row_2,0.323548505890154,1.64622416368272,0.757314974182444,0.427231095277681,0.290520931348813,6.85053340348052e-166,3.50062256917855e-162
zig-12,WBGene00019727,BWM_far_posterior,0.167853878254533,0.811364072147232,0.40174672489083,0.417810196959654,0.0480220434560373,2.77359161334113e-17,1.41730531441732e-13
D2063.1,WBGene00017060,BWM_head_row_1,0.196279567690649,1.54701568617394,0.49,0.400570546307448,0.113607861588782,1.30059820624788e-67,6.64605683392665e-64
attf-4,WBGene00015477,BWM_far_posterior,0.0889906122386645,0.302835230210273,0.222707423580786,0.399585298091258,0.0250179760452066,1.12002997436488e-09,5.72335316900452e-06
gsnl-1,WBGene00010593,BWM_far_posterior,0.382552779092821,13.629083576577,0.965065502183406,0.396400843494371,0.285597020591678,1.97213178313212e-98,1.00775934118051e-94
lect-2,WBGene00019407,BWM_far_posterior,0.24398917554197,1.31730284740354,0.62882096069869,0.388010563882716,0.081984299702469,1.5611310161385896e-28,7.97737949246819e-25
cysl-1,WBGene00007653,BWM_far_posterior,0.0608995566334659,0.196773530332489,0.157205240174672,0.38738884636288,0.0146700844888103,3.15642269924879e-06,0.0161293199931613
eva-1,WBGene00009304,BWM_far_posterior,0.123107849691636,0.497506795757592,0.323144104803493,0.380968886207899,0.0252059855344683,9.70216446309054e-10,4.95780604063927e-06
csk-1,WBGene00000812,BWM_head_row_1,0.0828397515411118,0.235777718379784,0.227142857142857,0.364703308671561,0.0405436332413264,1.01732855631892e-24,5.1985489227896704e-21
tlp-1,WBGene00006580,BWM_posterior,0.0978333023759692,0.418041127619294,0.271917808219178,0.359789978511121,0.0480408884463837,1.6010598773768802e-35,8.18141597339585e-32
ldb-1,WBGene00002261,BWM_far_posterior,0.125153912463434,0.587084931421082,0.353711790393013,0.353830196964525,0.0229789449285176,5.32183121832349e-09,2.7194557525633e-05
rnt-1,WBGene00004393,BWM_far_posterior,0.12501979581877,0.616358938943663,0.353711790393013,0.353451027685163,0.0244623777288143,1.71222031724093e-09,8.74944582110117e-06
tbx-2,WBGene00006543,BWM_far_posterior,0.161393417526408,2.08981471806324,0.462882096069869,0.348670685033467,0.0276240942096101,1.5324524444004e-10,7.83083199088605e-07
dyc-1,WBGene00001116,BWM_head_row_2,0.0670950881737307,0.192152308086332,0.192771084337349,0.348055769901228,0.0173208500711287,1.18882720848408e-10,6.07490703535364e-07
unc-62,WBGene00006796,BWM_anterior,0.272886678633731,2.20050427871847,0.792862141357593,0.344179226626303,0.0862538070389376,5.36308760664798e-63,2.74053776699712e-59
Y45G5AM.6,WBGene00021558,BWM_far_posterior,0.134916898824636,0.664975807964793,0.393013100436681,0.343288553676018,0.0214499639222352,1.71510314715873e-08,8.7641770819811e-05
act-1,WBGene00000063,BWM_far_posterior,0.13849464898952,0.707578354423074,0.410480349344978,0.337396538495745,0.0210747686705058,2.28618507857769e-08,0.0001168240575153
sup-9,WBGene00006318,BWM_head_row_2,0.191100792786422,0.888433842037662,0.573149741824441,0.333422103930664,0.0466489737411573,2.60258212318772e-26,1.32991946494893e-22
unc-87,WBGene00006819,BWM_head_row_2,0.0891697251159701,0.334133982395094,0.268502581755594,0.332100065976786,0.0218158688889993,4.73216074084291e-13,2.4181341385707304e-09
C46G7.2,WBGene00016722,BWM_head_row_2,0.140423170863262,0.533945411444025,0.430292598967298,0.326343449086221,0.0320967202376123,1.55810994814297e-18,7.96194183501058e-15
hmg-1.1,WBGene00001971,BWM_far_posterior,0.222126689083491,2.41610801493402,0.698689956331878,0.317918823750747,0.0258543518816613,5.91377970255911e-10,3.02194142800771e-06
unc-23,WBGene00006760,BWM_far_posterior,0.0688882321969262,0.441084078176383,0.222707423580786,0.309321670060708,0.0043093056432058,0.0116143685147544,1.0
